frequency	# of variants
0.0002	2.49775234803e-05
0.00021	2.46293750937e-05
0.0002205	2.42605696619e-05
0.000231525	2.38695124853e-05
0.00024310125	2.34565898593e-05
0.0002552563125	2.30237482064e-05
0.000268019128125	2.2574156605e-05
0.000281420084531	2.21118793853e-05
0.000295491088758	2.16416090306e-05
0.000310265643196	2.11684415484e-05
0.000325778925355	2.06976826053e-05
0.000342067871623	2.02347286165e-05
0.000359171265204	1.97849398915e-05
0.000377129828465	1.93536095583e-05
0.000395986319888	1.89459121657e-05
0.000415785635882	1.85669209003e-05
0.000436574917676	1.82216806217e-05
0.00045840366356	1.79152430056e-05
0.000481323846738	1.76528077113e-05
0.000505390039075	1.74398968976e-05
0.000530659541029	1.72825209263e-05
0.00055719251808	1.71874810312e-05
0.000585052143984	1.71626689389e-05
0.000614304751184	1.72175589027e-05
0.000645019988743	1.73637574135e-05
0.00067727098818	1.76158177571e-05
0.000711134537589	1.79922687348e-05
0.000746691264468	1.85171543309e-05
0.000784025827692	1.92220870809e-05
0.000823227119076	2.01494008696e-05
0.00086438847503	2.13567807328e-05
0.000907607898782	2.29249729329e-05
0.000952988293721	2.49713400419e-05
0.00100063770841	2.76785143607e-05
0.00105066959383	3.13643393642e-05
0.00110320307352	3.66871200334e-05
0.00115836322719	4.53486676518e-05
0.00121628138855	6.303849783e-05
0.00127709545798	0.000117515141524
0.00134095023088	0.000250592130784
0.00140799774242	138.553580636
0.00147839762955	274.853910761
0.00155231751102	0.000952309669224
0.00162993338657	7.78832355477e-05
0.0017114300559	0.000114206812626
0.0017970015587	9.82504410284e-05
0.00188685163663	4.90176969826e-05
0.00198119421847	2.14594481682e-05
0.00208025392939	1.09746982265e-05
0.00218426662586	6.71440573476e-06
0.00229347995715	4.49792572223e-06
0.00240815395501	3.29270695358e-06
0.00252856165276	2.72848301639e-06
0.0026549897354	2.46550569507e-06
0.00278773922217	2.20431511705e-06
0.00292712618327	1.82435571636e-06
0.00307348249244	1.39747671268e-06
0.00322715661706	1.03750018572e-06
0.00338851444791	7.84234746313e-07
0.00355794017031	6.15486715399e-07
0.00373583717882	4.9747128752e-07
0.00392262903777	4.07769998236e-07
0.00411876048965	3.35470738666e-07
0.00432469851414	2.75854990453e-07
0.00454093343984	2.26635557363e-07
0.00476798011184	1.86264746039e-07
0.00500637911743	1.53389055864e-07
0.0052566980733	1.26752207033e-07
0.00551953297696	1.05219080514e-07
0.00579550962581	8.78054719907e-08
0.0060852851071	7.36875086551e-08
0.00638954936246	6.21932473595e-08
0.00670902683058	5.27844557448e-08
0.00704447817211	4.50350412822e-08
0.00739670208072	3.86100434467e-08
0.00776653718475	3.32470272234e-08
0.00815486404399	2.87405033333e-08
0.00856260724619	2.49293230191e-08
0.0089907376085	2.16867001558e-08
0.00944027448892	1.8912426105e-08
0.00991228821337	1.65268502303e-08
0.010407902624	1.44662503319e-08
0.0109282977552	1.26792824405e-08
0.011474712643	1.11242612371e-08
0.0120484482752	9.76707556918e-09
0.0126508706889	8.5795882951e-09
0.0132834142234	7.53840523846e-09
0.0139475849345	6.62392459324e-09
0.0146449641812	5.81960025956e-09
0.0153772123903	5.11136821581e-09
0.0161460730098	4.48719746073e-09
0.0169533766603	3.93673644767e-09
0.0178010454933	3.45103277797e-09
0.018691097768	3.02230936392e-09
0.0196256526564	2.64378428419e-09
0.0206069352892	2.30952450913e-09
0.0216372820537	2.01432606914e-09
0.0227191461564	1.75361495371e-09
0.0238551034642	1.52336435305e-09
0.0250478586374	1.32002491906e-09
0.0263002515693	1.1404654559e-09
0.0276152641477	9.81922082033e-10
0.0289960273551	8.41954345979e-10
0.0304458287229	7.18407132441e-10
0.031968120159	6.09377457307e-10
0.033566526167	5.13185442961e-10
0.0352448524753	4.28348921624e-10
0.0370070950991	3.53561207078e-10
0.038857449854	2.87671660132e-10
0.0408003223467	2.29668723557e-10
0.0428403384641	1.78665141191e-10
0.0449823553873	1.33885106921e-10
0.0472314731566	9.46531115793e-11
0.0495930468145	6.03842718906e-11
0.0520726991552	3.05759373349e-11
0.0546763341129	4.80037068346e-12
0.0574101508186	-1.7301706753e-11
0.0602806583595	-3.60269205245e-11
0.0632946912775	-5.1614609269e-11
0.0664594258414	-6.42519216387e-11
0.0697823971334	-7.40787250033e-11
0.0732715169901	-8.11922700373e-11
0.0769350928396	-8.56514205178e-11
0.0807818474816	-8.74802407365e-11
0.0848209398557	-8.66710315839e-11
0.0890619868485	-8.31877043031e-11
0.0935150861909	-7.69715117218e-11
0.0981908405004	-6.79515074792e-11
0.103100382525	-5.60599152483e-11
0.108255401652	-4.124871379e-11
0.113668171734	-2.35055582759e-11
0.119351580321	-2.88081444161e-12
0.125319159337	2.04546149983e-11
0.131585117304	4.61354927031e-11
0.138164373169	7.3592904142e-11
0.145072591828	1.02198000885e-10
0.152326221419	1.31555375909e-10
0.15994253249	1.6185339212e-10
0.167939659114	1.94204479909e-10
0.17633664207	2.31015929463e-10
0.185153474174	2.76540277118e-10
0.194411147882	3.37915555441e-10
0.204131705276	4.27497466433e-10
0.21433829054	5.69004655229e-10
0.225055205067	8.17201610564e-10
0.236307965321	1.34449078928e-09
0.248123363587	3.20239804017e-09
0.260529531766	1.52984669785
