frequency	# of variants
0.0002	5.86273751153e-05
0.00021	5.72126960003e-05
0.0002205	5.56796314749e-05
0.000231525	5.40613836577e-05
0.00024310125	5.23869699664e-05
0.0002552563125	5.06815309292e-05
0.000268019128125	4.89666350459e-05
0.000281420084531	4.72605878436e-05
0.000295491088758	4.55787379645e-05
0.000310265643196	4.39337705895e-05
0.000325778925355	4.23360029785e-05
0.000342067871623	4.07936566694e-05
0.000359171265204	3.93131255243e-05
0.000377129828465	3.78992214813e-05
0.000395986319888	3.65554160949e-05
0.000415785635882	3.52840485957e-05
0.000436574917676	3.408653349e-05
0.00045840366356	3.29635485694e-05
0.000481323846738	3.19151988595e-05
0.000505390039075	3.09411786568e-05
0.000530659541029	3.00409131053e-05
0.00055719251808	2.92136901555e-05
0.000585052143984	2.84587851636e-05
0.000614304751184	2.77755765254e-05
0.000645019988743	2.7163659036e-05
0.00067727098818	2.66229582062e-05
0.000711134537589	2.61538457491e-05
0.000746691264468	2.57572696214e-05
0.000784025827692	2.54348916886e-05
0.000823227119076	2.5189259479e-05
0.00086438847503	2.50240102368e-05
0.000907607898782	2.4944121413e-05
0.000952988293721	2.49562430894e-05
0.00100063770841	2.50691234119e-05
0.00105066959383	2.52941846733e-05
0.00110320307352	2.56462953862e-05
0.00115836322719	2.61448463699e-05
0.00121628138855	2.68152550415e-05
0.00127709545798	2.76911085518e-05
0.00134095023088	2.88172873758e-05
0.00140799774242	3.02545994559e-05
0.00147839762955	3.20867664663e-05
0.00155231751102	3.44312637436e-05
0.00162993338657	3.74564408212e-05
0.0017114300559	4.14092569099e-05
0.0017970015587	4.66614936697e-05
0.00188685163663	5.37911492358e-05
0.00198119421847	6.37585791774e-05
0.00208025392939	7.86017044871e-05
0.00218426662586	0.000107615145986
0.00229347995715	0.000255321335625
0.00240815395501	0.00064714474034
0.00252856165276	125.803580928
0.0026549897354	16.7317846428
0.00278773922217	0.00339033602352
0.00292712618327	0.000212162976354
0.00307348249244	0.000100523298855
0.00322715661706	6.28294517543e-05
0.00338851444791	6.00671487834e-05
0.00355794017031	5.12609771251e-05
0.00373583717882	3.01947310368e-05
0.00392262903777	1.27157528856e-05
0.00411876048965	8.74696391707e-06
0.00432469851414	6.4101826257e-06
0.00454093343984	4.95400405479e-06
0.00476798011184	3.90377511666e-06
0.00500637911743	3.02159400649e-06
0.0052566980733	2.39607870017e-06
0.00551953297696	1.98452023941e-06
0.00579550962581	1.70245758266e-06
0.0060852851071	1.48515683765e-06
0.00638954936246	1.29368986822e-06
0.00670902683058	1.108241828e-06
0.00704447817211	9.22977264511e-07
0.00739670208072	7.43148459221e-07
0.00776653718475	5.81481108082e-07
0.00815486404399	4.51327238969e-07
0.00856260724619	3.58215357156e-07
0.0089907376085	2.96247845336e-07
0.00944027448892	2.53207354248e-07
0.00991228821337	2.18832089128e-07
0.010407902624	1.883899268e-07
0.0109282977552	1.61046727049e-07
0.011474712643	1.37169979881e-07
0.0120484482752	1.16936266703e-07
0.0126508706889	1.00099339266e-07
0.0132834142234	8.61752919217e-08
0.0139475849345	7.46347726519e-08
0.0146449641812	6.50047437681e-08
0.0153772123903	5.69001061721e-08
0.0161460730098	5.00204926571e-08
0.0169533766603	4.41351237238e-08
0.0178010454933	3.90664903703e-08
0.018691097768	3.46766648863e-08
0.0196256526564	3.08569111967e-08
0.0206069352892	2.75201485332e-08
0.0216372820537	2.45955799216e-08
0.0227191461564	2.20248674628e-08
0.0238551034642	1.9759382845e-08
0.0250478586374	1.77581986441e-08
0.0263002515693	1.59865913989e-08
0.0276152641477	1.44149021e-08
0.0289960273551	1.30176506547e-08
0.0304458287229	1.17728345002e-08
0.031968120159	1.06613638303e-08
0.033566526167	9.66660078061e-09
0.0352448524753	8.77397973908e-09
0.0370070950991	7.97069281071e-09
0.038857449854	7.24542927114e-09
0.0408003223467	6.5881612759e-09
0.0428403384641	5.98997071237e-09
0.0449823553873	5.4429138139e-09
0.0472314731566	4.93992130277e-09
0.0495930468145	4.47473209856e-09
0.0520726991552	4.04185801735e-09
0.0546763341129	3.63657521113e-09
0.0574101508186	3.25493539615e-09
0.0602806583595	2.89378647978e-09
0.0632946912775	2.55078877808e-09
0.0664594258414	2.22441078938e-09
0.0697823971334	1.91388904685e-09
0.0732715169901	1.6191412684e-09
0.0769350928396	1.34063130089e-09
0.0807818474816	1.07919690255e-09
0.0848209398557	8.35863879461e-10
0.0890619868485	6.1167801205e-10
0.0935150861909	4.0758575143e-10
0.0981908405004	2.24384671756e-10
0.103100382525	6.27477813152e-11
0.108255401652	-7.66914319851e-11
0.113668171734	-1.93215170703e-10
0.119351580321	-2.85874639228e-10
0.125319159337	-3.53317129499e-10
0.131585117304	-3.93561029779e-10
0.138164373169	-4.03676439619e-10
0.145072591828	-3.79314542593e-10
0.152326221419	-3.13995749424e-10
0.15994253249	-1.97983136302e-10
0.167939659114	-1.63834712366e-11
0.17633664207	2.54290467038e-10
0.185153474174	6.5286927076e-10
0.194411147882	1.24819789645e-09
0.204131705276	2.17567595586e-09
0.21433829054	3.74743509486e-09
0.225055205067	6.8959466555e-09
0.236307965321	1.61461329398e-08
0.248123363587	2.56912498345
