frequency	# of variants
0.0002	2.83320121059e-05
0.00021	2.73886622574e-05
0.0002205	2.64671583489e-05
0.000231525	2.55692558874e-05
0.00024310125	2.46965023631e-05
0.0002552563125	2.38502394122e-05
0.000268019128125	2.30316097795e-05
0.000281420084531	2.22415621633e-05
0.000295491088758	2.14808629132e-05
0.000310265643196	2.07501074313e-05
0.000325778925355	2.00497340726e-05
0.000342067871623	1.93800383995e-05
0.000359171265204	1.87411912136e-05
0.000377129828465	1.81332549893e-05
0.000395986319888	1.75562029127e-05
0.000415785635882	1.70099378808e-05
0.000436574917676	1.64943132987e-05
0.00045840366356	1.60091512949e-05
0.000481323846738	1.55542660705e-05
0.000505390039075	1.51294841213e-05
0.000530659541029	1.47346668974e-05
0.00055719251808	1.43697350703e-05
0.000585052143984	1.40346929425e-05
0.000614304751184	1.37296571094e-05
0.000645019988743	1.34548860704e-05
0.00067727098818	1.32108157671e-05
0.000711134537589	1.2998099814e-05
0.000746691264468	1.28176584744e-05
0.000784025827692	1.26707356673e-05
0.000823227119076	1.25589718425e-05
0.00086438847503	1.24844937113e-05
0.000907607898782	1.24500285991e-05
0.000952988293721	1.24590522387e-05
0.00100063770841	1.25159801143e-05
0.00105066959383	1.26264211073e-05
0.00110320307352	1.27975156148e-05
0.00115836322719	1.30383921178e-05
0.00121628138855	1.33607885058e-05
0.00127709545798	1.37799070015e-05
0.00134095023088	1.43156004551e-05
0.00140799774242	1.49940138799e-05
0.00147839762955	1.58498481836e-05
0.00155231751102	1.69293777595e-05
0.00162993338657	1.8294145462e-05
0.0017114300559	2.00243238018e-05
0.0017970015587	2.22175196865e-05
0.00188685163663	2.49683174255e-05
0.00198119421847	2.82826783601e-05
0.00208025392939	3.1823014466e-05
0.00218426662586	3.47759399204e-05
0.00229347995715	4.44086379152e-05
0.00240815395501	0.000128423056806
0.00252856165276	125.177464557
0.0026549897354	17.3346996098
0.00278773922217	0.00222576964392
0.00292712618327	8.85485741168e-05
0.00307348249244	3.89581803841e-05
0.00322715661706	2.08958359959e-05
0.00338851444791	1.72050511972e-05
0.00355794017031	1.62025126345e-05
0.00373583717882	1.39363760139e-05
0.00392262903777	1.05550590372e-05
0.00411876048965	7.02965771628e-06
0.00432469851414	4.23003938479e-06
0.00454093343984	2.56704586342e-06
0.00476798011184	1.76545726749e-06
0.00500637911743	1.34786639547e-06
0.0052566980733	1.06955716638e-06
0.00551953297696	8.48782419576e-07
0.00579550962581	6.69330879397e-07
0.0060852851071	5.29217940475e-07
0.00638954936246	4.23363127838e-07
0.00670902683058	3.4408740146e-07
0.00704447817211	2.84074892526e-07
0.00739670208072	2.37659428914e-07
0.00776653718475	2.00865876189e-07
0.00815486404399	1.71023585556e-07
0.00856260724619	1.46356499778e-07
0.0089907376085	1.25669997719e-07
0.00944027448892	1.08139670997e-07
0.00991228821337	9.31767813947e-08
0.010407902624	8.03447013878e-08
0.0109282977552	6.93074044069e-08
0.011474712643	5.97975857012e-08
0.0120484482752	5.1596700699e-08
0.0126508706889	4.45222354734e-08
0.0132834142234	3.84193901929e-08
0.0139475849345	3.31554754704e-08
0.0146449641812	2.86159932624e-08
0.0153772123903	2.47017752032e-08
0.0161460730098	2.1326795315e-08
0.0169533766603	1.84164225603e-08
0.0178010454933	1.59059703224e-08
0.018691097768	1.37394558402e-08
0.0196256526564	1.18685173624e-08
0.0206069352892	1.02514572692e-08
