frequency	# of variants
0.0002	1495.77328052
0.00021	0.00454051994005
0.0002205	0.00128927579427
0.000231525	0.00064447522303
0.00024310125	0.000396309104149
0.0002552563125	0.000273498524013
0.000268019128125	0.000203085536865
0.000281420084531	0.000158392704981
0.000295491088758	0.000127793489853
0.000310265643196	0.000105593057178
0.000325778925355	8.8752401823e-05
0.000342067871623	7.55351485468e-05
0.000359171265204	6.48898247087e-05
0.000377129828465	5.61459991131e-05
0.000395986319888	4.88558181715e-05
0.000415785635882	4.27073023484e-05
0.000436574917676	3.74748986477e-05
0.00045840366356	3.29902031188e-05
0.000481323846738	2.91240049135e-05
0.000505390039075	2.57748948639e-05
0.000530659541029	2.28617966918e-05
0.00055719251808	2.03189113347e-05
0.000585052143984	1.8092188282e-05
0.000614304751184	1.61367911813e-05
0.000645019988743	1.44152289833e-05
0.00067727098818	1.28959452631e-05
0.000711134537589	1.15522312695e-05
0.000746691264468	1.03613737398e-05
0.000784025827692	9.30397689075e-06
0.000823227119076	8.36341632577e-06
0.00086438847503	7.52539483988e-06
0.000907607898782	6.77757806584e-06
0.000952988293721	6.10929359704e-06
0.00100063770841	5.51128112411e-06
0.00105066959383	4.97548396263e-06
0.00110320307352	4.49487440649e-06
0.00115836322719	4.06330691279e-06
0.00121628138855	3.67539430257e-06
0.00127709545798	3.32640307098e-06
0.00134095023088	3.01216463022e-06
0.00140799774242	2.72899987245e-06
0.00147839762955	2.47365489468e-06
0.00155231751102	2.24324610864e-06
0.00162993338657	2.03521325006e-06
0.0017114300559	1.84727905525e-06
0.0017970015587	1.67741457333e-06
0.00188685163663	1.52380925208e-06
0.00198119421847	1.38484507501e-06
0.00208025392939	1.25907414247e-06
0.00218426662586	1.14519918809e-06
0.00229347995715	1.04205660021e-06
0.00240815395501	9.48601587242e-07
0.00252856165276	8.63895182145e-07
0.0026549897354	7.87092827624e-07
0.00278773922217	7.17434324797e-07
0.00292712618327	6.5423495952e-07
0.00307348249244	5.96877650604e-07
0.00322715661706	5.4480598577e-07
0.00338851444791	4.9751803194e-07
0.00355794017031	4.54560822868e-07
0.00373583717882	4.15525440755e-07
0.00392262903777	3.80042620639e-07
0.00411876048965	3.47778815928e-07
0.00432469851414	3.18432671982e-07
0.00454093343984	2.91731861719e-07
0.00476798011184	2.67430243096e-07
0.00500637911743	2.45305303591e-07
0.0052566980733	2.25155860936e-07
0.00551953297696	2.06799993305e-07
0.00579550962581	1.90073175138e-07
0.0060852851071	1.74826597642e-07
0.00638954936246	1.60925655384e-07
0.00670902683058	1.48248582401e-07
0.00704447817211	1.36685223119e-07
0.00739670208072	1.26135924954e-07
0.00776653718475	1.16510540804e-07
0.00815486404399	1.0772753102e-07
0.00856260724619	9.97131554406e-08
0.0089907376085	9.24007471568e-08
0.00944027448892	8.57300605857e-08
0.00991228821337	7.96466872553e-08
0.010407902624	7.41015335233e-08
0.0109282977552	6.90503552005e-08
0.011474712643	6.44533447549e-08
0.0120484482752	6.02747675358e-08
0.0126508706889	5.64826441519e-08
0.0132834142234	5.30484769598e-08
0.0139475849345	4.99470194446e-08
0.0146449641812	4.71560882877e-08
0.0153772123903	4.46564190394e-08
0.0161460730098	4.24315677945e-08
0.0169533766603	4.04678630267e-08
0.0178010454933	3.87544141567e-08
0.018691097768	3.72831865692e-08
0.0196256526564	3.60491571521e-08
0.0206069352892	3.50505704846e-08
0.0216372820537	3.42893244301e-08
0.0227191461564	3.37715263624e-08
0.0238551034642	3.35082796701e-08
0.0250478586374	3.35167878139e-08
0.0263002515693	3.38219055797e-08
0.0276152641477	3.4458333434e-08
0.0289960273551	3.54737570131e-08
0.0304458287229	3.69334080781e-08
0.031968120159	3.89268176835e-08
0.033566526167	4.15780453047e-08
0.0352448524753	4.50615933796e-08
0.0370070950991	4.96279532291e-08
0.038857449854	5.56461309068e-08
0.0408003223467	6.36774979767e-08
0.0428403384641	7.46104768366e-08
0.0449823553873	8.9920313998e-08
0.0472314731566	1.12202187037e-07
0.0495930468145	1.4633719235e-07
0.0520726991552	2.02178503704e-07
0.0546763341129	3.00764178729e-07
0.0574101508186	4.87145049564e-07
0.0602806583595	8.75890064839e-07
0.0632946912775	2.9596236764e-06
0.0664594258414	9.60045334073
0.0697823971334	0.899969561939
0.0732715169901	1.04896468998e-06
0.0769350928396	5.64684261224e-07
0.0807818474816	3.01046998294e-07
0.0848209398557	1.83836282106e-07
0.0890619868485	1.23556347274e-07
0.0935150861909	8.85289148857e-08
0.0981908405004	6.60812383919e-08
0.103100382525	5.11746935347e-08
0.108255401652	4.10427993762e-08
0.113668171734	3.38632886081e-08
0.119351580321	2.86606467929e-08
0.125319159337	2.49033616759e-08
0.131585117304	2.22750530863e-08
0.138164373169	2.0580122295e-08
0.145072591828	1.96727400699e-08
